Report_ID,Company,Mine_Site,Report_Date,Shift_Covered,HPI_Reported,Number_of_HPIs,Dominant_Incident_Type,Max_Severity_Level,Primary_Location,Dominant_Causal_Factor,Dominant_Root_Cause,Daily_Production_tons,Major_Equipment_Involved,Equipment_Availability_pct,Geological_Condition,Seismic_Activity,Weather,Dominant_Task,Worker_Category_Most_Affected,Workforce_Size,Overtime_Hours,Year,Environmental_Risk_Score,Task_Complexity_Score,Month,Day_of_Week,Is_Weekend,Quarter,Severity_Score,Days_Since_Last_Incident,Weather_Risk_Score,Equipment_Age_Risk,Worker_Training_Level,Training_Risk_Score,Shift_Risk_Score,Composite_Risk_Score,Location_Incident_Count,Days_Since_Last_Same_Location,Season,Equipment_Risk_Score,Task_Shift_Risk,Previous_Incident_Exposure,Weather_Task_Risk,Composite_Safety_Index,Risk_Category
IN-13-02-2023-010,Gold Fields,Damang,2/13/2023,Day,Yes,1,Equipment,Low,Workshop,Inadequate Supervision,Environmental Condition,36008,,68.4,Stable,Low,Clear,Equipment Operation,Operator,398,5,2023,1,4,2,0,0,1,0,3.377891309,1,3,Basic,4,2,1.35,177,2,Dry Season,2,3,1,1,20.78845228,Low Risk
IN-14-02-2023-010,AngloGold Ashanti,Damang,2/14/2023,Day,Yes,1,Vehicle,Medium,Workshop,Lack of Risk Assessment,Human Behaviour,34332,Loader,75,Highly Fractured,Low,Clear,Maintenance,Mechanic,595,22,2023,2,4,2,1,0,1,1,2.668707134,1,3,Intermediate,3,2,1.9,177,1,Dry Season,2,3,1,1,32.7685819,Medium Risk
IN-23-02-2023-010,AngloGold Ashanti,Tarkwa,2/23/2023,Night,No,0,Fall of Ground,Medium,Workshop,Unsafe Driving,Equipment Failure,9656,,77.4,Moderate Fracturing,Low,Fog,Driving,Driver,886,19,2023,1,2,2,3,0,1,1,6.547109918,2,4,Basic,4,4,1.7,177,9,Dry Season,2,2,1,1,27.62851412,Low Risk
IN-25-02-2023-010,AngloGold Ashanti,Ahafo,2/25/2023,Night,No,0,Fire,Low,Workshop,Human Error,Equipment Failure,26577,Crusher,83.1,Highly Fractured,High,Rain,Driving,Operator,538,17,2023,3,2,2,5,1,1,0,2.70328361,4,4,Intermediate,3,4,2,177,2,Dry Season,2,2,1,3,31.32965201,Medium Risk
IN-08-03-2023-010,AngloGold Ashanti,Damang,3/8/2023,Day,No,0,Electrical,Medium,Workshop,Human Error,Training Deficiency,15420,Excavator,78.4,Highly Fractured,Low,Clear,Maintenance,Welder,1143,35,2023,1,4,3,2,0,1,1,3.709304324,1,3,Intermediate,3,2,1.65,177,11,Minor Rainy Season,4,3,1,1,48.41053135,Medium Risk
IN-26-03-2023-010,AngloGold Ashanti,Obuasi,3/26/2023,Day,Yes,1,Vehicle,Medium,Workshop,Lack of Risk Assessment,Procedural Failure,31205,Excavator,74,Moderate Fracturing,Low,Rain,Equipment Operation,Driver,1007,26,2023,2,4,3,6,1,1,1,0.357204862,4,4,Basic,4,2,2.25,177,18,Minor Rainy Season,4,3,1,3,66.97626075,High Risk
IN-26-03-2023-010,AngloGold Ashanti,Tarkwa,3/26/2023,Day,Yes,1,Chemical,Critical Potential,Workshop,Human Error,Training Deficiency,24648,Crusher,97.1,Moderate Fracturing,Moderate,Rain,Maintenance,Operator,750,23,2023,4,4,3,6,1,1,3,3.140231369,4,2,Intermediate,3,2,3.4,177,0,Minor Rainy Season,2,3,1,1,65.38222679,High Risk
IN-04-04-2023-010,AngloGold Ashanti,Damang,4/4/2023,Night,Yes,1,Chemical,High Potential,Workshop,Unsafe Driving,Training Deficiency,38892,,75.3,Moderate Fracturing,Low,Clear,Welding,Driver,982,14,2023,4,5,4,1,0,2,2,4.686683554,1,3,Intermediate,3,4,3.1,177,9,Minor Rainy Season,2,4,1,1,63.7245353,High Risk
IN-06-05-2023-010,AngloGold Ashanti,Obuasi,5/6/2023,Day,Yes,1,Fall of Ground,Low,Workshop,Human Error,Human Behaviour,43066,Truck,68.5,Stable,Moderate,Clear,Equipment Operation,Operator,767,41,2023,1,4,5,5,1,2,0,4.468190371,1,3,Intermediate,3,2,1.3,177,32,Minor Rainy Season,2,3,1,1,20.78845228,Low Risk
IN-25-05-2023-010,AngloGold Ashanti,Tarkwa,5/25/2023,Day,No,0,Vehicle,Critical Potential,Workshop,Human Error,Procedural Failure,34047,,76.4,Highly Fractured,Low,Clear,Lifting,Supervisor,842,38,2023,2,3,5,3,0,2,3,1.49679524,1,2,Basic,4,2,2.5,177,19,Minor Rainy Season,2,3,1,1,50.51694,High Risk
IN-10-06-2023-010,AngloGold Ashanti,Obuasi,6/10/2023,Day,Yes,1,Chemical,Medium,Workshop,Inadequate Supervision,Procedural Failure,17411,Loader,82.9,Highly Fractured,Low,Clear,Maintenance,Driver,1110,21,2023,4,4,6,5,1,2,1,8.497095237,1,5,Intermediate,3,2,2.4,177,16,Major Rainy Season,2,3,1,1,32.7685819,Medium Risk
IN-22-06-2023-010,AngloGold Ashanti,Damang,6/22/2023,Day,Yes,1,Chemical,Medium,Workshop,Environmental Conditions,Training Deficiency,7801,Loader,83.3,Moderate Fracturing,Low,Clear,Maintenance,Mechanic,512,25,2023,4,4,6,3,0,2,1,18.06139232,1,3,Advanced,2,2,2.35,177,12,Major Rainy Season,2,3,1,1,32.7685819,Medium Risk
IN-15-07-2023-010,Gold Fields,Ahafo,7/15/2023,Night,No,0,Fall of Ground,Low,Workshop,Human Error,Human Behaviour,23617,Excavator,65.8,Highly Fractured,Low,High Dust,Driving,Driver,299,14,2023,1,2,7,5,1,3,0,2.809557831,,3,Basic,4,4,,177,23,Major Rainy Season,4,2,1,3,35.43375395,Medium Risk
IN-25-07-2023-010,AngloGold Ashanti,Ahafo,7/25/2023,Day,No,0,Chemical,Medium,Workshop,Inadequate Supervision,Training Deficiency,7108,Loader,72.8,Moderate Fracturing,Low,Rain,Equipment Operation,Supervisor,938,21,2023,4,4,7,1,0,3,1,0.580865257,4,5,Intermediate,3,2,2.7,177,10,Major Rainy Season,2,3,1,3,51.3343113,High Risk
IN-05-08-2023-010,Gold Fields,Obuasi,8/5/2023,Day,Yes,1,Vehicle,Low,Workshop,Design / Layout Deficiency,Human Behaviour,32457,Loader,93.7,Highly Fractured,Moderate,Clear,Equipment Operation,Operator,1087,6,2023,2,4,8,5,1,3,0,0.477612659,1,4,Intermediate,3,2,1.55,177,11,Major Rainy Season,2,3,1,1,20.78845228,Low Risk
IN-06-08-2023-010,Newmont,Damang,8/6/2023,Day,Yes,1,Equipment,Low,Workshop,Lack of Risk Assessment,Equipment Failure,38979,Crusher,96.7,Stable,Moderate,Clear,Welding,Supervisor,801,21,2023,1,5,8,6,1,3,0,9.363767053,1,5,Intermediate,3,2,1.45,177,1,Major Rainy Season,2,3,1,1,27.00035343,Low Risk
IN-09-08-2023-010,Gold Fields,Ahafo,8/9/2023,Night,No,0,Fall of Ground,Critical Potential,Workshop,Poor Maintenance,Training Deficiency,15720,Loader,83.1,Stable,Low,Clear,Welding,Mechanic,800,8,2023,1,5,8,2,0,3,3,4.330402354,1,4,Advanced,2,4,2.65,177,3,Major Rainy Season,2,4,1,1,75.70466492,Critical Risk
IN-11-08-2023-010,Gold Fields,Damang,8/11/2023,Night,Yes,1,Vehicle,Medium,Workshop,Poor Maintenance,Human Behaviour,25569,Crusher,73.7,Stable,High,Rain,Equipment Operation,Welder,686,30,2023,2,4,8,4,0,3,1,5.860453311,4,5,Intermediate,3,4,2.4,177,2,Major Rainy Season,2,4,1,3,64.09823391,High Risk
IN-12-08-2023-010,Gold Fields,Obuasi,8/12/2023,Night,No,0,Fall of Ground,Critical Potential,Workshop,Human Error,Procedural Failure,18824,Crusher,71.3,Highly Fractured,Low,High Dust,Driving,Operator,1032,8,2023,1,2,8,5,1,3,3,0.848107639,,5,Basic,4,4,,177,1,Major Rainy Season,2,2,1,3,55.73219338,High Risk
IN-02-09-2023-010,Gold Fields,Damang,9/2/2023,Night,Yes,1,Electrical,Medium,Workshop,Lack of Risk Assessment,Training Deficiency,9833,Loader,83.4,Highly Fractured,Moderate,High Dust,Welding,Welder,320,30,2023,1,5,9,5,1,3,1,0.188168626,,3,Intermediate,3,4,,177,21,Transition Season,2,4,1,3,58.77228756,High Risk
IN-04-09-2023-010,Newmont,Tarkwa,9/4/2023,Day,Yes,1,Electrical,Low,Workshop,Unsafe Driving,Human Behaviour,15559,Truck,80.5,Stable,Low,Clear,Equipment Operation,Mechanic,1097,31,2023,1,4,9,0,0,3,0,0.567616905,1,4,Basic,4,2,1.35,177,2,Transition Season,2,3,1,1,20.78845228,Low Risk
IN-13-09-2023-010,Newmont,Ahafo,9/13/2023,Day,Yes,1,Vehicle,Medium,Workshop,Poor Maintenance,Human Behaviour,30019,Truck,79.2,Highly Fractured,High,Clear,Lifting,Driver,563,22,2023,2,3,9,2,0,3,1,1.542756478,1,4,Basic,4,2,1.8,177,9,Transition Season,2,3,1,1,26.55668075,Low Risk
IN-15-09-2023-010,Gold Fields,Tarkwa,9/15/2023,Night,No,0,Chemical,Medium,Workshop,Human Error,Procedural Failure,38414,Truck,85.1,Stable,Moderate,Clear,Equipment Operation,Supervisor,955,23,2023,4,4,9,4,0,3,1,16.23025258,1,4,Intermediate,3,4,2.6,177,2,Transition Season,2,4,1,1,45.53250452,Medium Risk
IN-16-09-2023-010,AngloGold Ashanti,Obuasi,9/16/2023,Night,No,0,Equipment,Medium,Workshop,Environmental Conditions,Human Behaviour,29134,Excavator,79.4,Moderate Fracturing,Low,Clear,Driving,Welder,1027,28,2023,1,2,9,5,1,3,1,0.406398699,1,3,Intermediate,3,4,1.55,177,1,Transition Season,4,2,1,1,40.38600169,Medium Risk
IN-25-09-2023-010,Newmont,Damang,9/25/2023,Day,Yes,1,Chemical,Medium,Workshop,Unsafe Driving,Training Deficiency,8088,Crusher,83.6,Stable,Moderate,Clear,Equipment Operation,Operator,1078,28,2023,4,4,9,0,0,3,1,1.267068963,1,3,Basic,4,2,2.45,177,9,Transition Season,2,3,1,1,32.7685819,Medium Risk
IN-03-10-2023-010,AngloGold Ashanti,Ahafo,10/3/2023,Day,No,0,Chemical,Medium,Workshop,Design / Layout Deficiency,Environmental Condition,34958,Truck,80.1,Moderate Fracturing,Low,Rain,Lifting,Driver,261,24,2023,4,3,10,1,0,4,1,14.37206293,4,2,Basic,4,2,2.6,177,8,Transition Season,2,3,1,1,35.21006638,Medium Risk
IN-03-10-2023-010,Gold Fields,Damang,10/3/2023,Night,Yes,1,Fire,Medium,Workshop,Poor Maintenance,Human Behaviour,17306,Loader,81.2,Stable,Low,Clear,Equipment Operation,Mechanic,548,3,2023,3,4,10,1,0,4,1,9.73644657,1,2,Intermediate,3,4,2.35,177,0,Transition Season,2,4,1,1,45.53250452,Medium Risk
IN-20-10-2023-010,Gold Fields,Damang,10/20/2023,Day,No,0,Vehicle,High Potential,Workshop,Design / Layout Deficiency,Training Deficiency,32475,,90.6,Highly Fractured,Moderate,Clear,Maintenance,Mechanic,689,9,2023,2,4,10,4,0,4,2,1.92981218,1,5,Intermediate,3,2,2.25,177,17,Transition Season,2,3,1,1,44.74871153,Medium Risk
IN-25-10-2023-010,AngloGold Ashanti,Damang,10/25/2023,Day,No,0,Chemical,Critical Potential,Workshop,Design / Layout Deficiency,Training Deficiency,28416,,66.1,Moderate Fracturing,Moderate,Rain,Welding,Supervisor,379,10,2023,4,5,10,2,0,4,3,2.132552782,4,4,Intermediate,3,2,3.55,177,5,Transition Season,2,3,1,1,71.59412794,Critical Risk
IN-27-10-2023-010,Newmont,Tarkwa,10/27/2023,Night,No,0,Vehicle,Medium,Workshop,Inadequate Supervision,Procedural Failure,12507,Loader,72.9,Highly Fractured,Low,Rain,Welding,Driver,1181,22,2023,2,5,10,4,0,4,1,0.00313049,4,3,Intermediate,3,4,2.55,177,2,Transition Season,2,4,1,1,60.3977913,High Risk
IN-02-11-2023-010,Newmont,Ahafo,11/2/2023,Day,Yes,1,Equipment,Medium,Workshop,Poor Maintenance,Training Deficiency,25044,,84.4,Highly Fractured,Moderate,Clear,Lifting,Welder,803,17,2023,1,3,11,3,0,4,1,5.932337593,1,3,Basic,4,2,1.55,177,6,Transition Season,2,3,1,1,26.55668075,Low Risk
IN-03-11-2023-010,Newmont,Ahafo,11/3/2023,Day,Yes,1,Equipment,Low,Workshop,Lack of Risk Assessment,Training Deficiency,39283,Excavator,68.5,Stable,Moderate,Clear,Welding,Supervisor,538,25,2023,1,5,11,4,0,4,0,0.182801872,1,2,Advanced,2,2,1.4,177,1,Transition Season,4,3,1,1,42.64230288,Medium Risk
IN-05-11-2023-010,AngloGold Ashanti,Tarkwa,11/5/2023,Day,No,0,Chemical,Medium,Workshop,Environmental Conditions,Procedural Failure,29561,Loader,86.8,Moderate Fracturing,Low,Clear,Welding,Mechanic,492,28,2023,4,5,11,6,1,4,1,0.351755945,1,3,Intermediate,3,2,2.55,177,2,Transition Season,2,3,1,1,38.98048306,Medium Risk
IN-05-11-2023-010,AngloGold Ashanti,Tarkwa,11/5/2023,Day,No,0,Fire,Medium,Workshop,Poor Maintenance,Training Deficiency,17771,Excavator,88,Stable,Low,Clear,Equipment Operation,Supervisor,207,7,2023,3,4,11,6,1,4,1,12.4674947,1,3,Intermediate,3,2,2.15,177,0,Transition Season,4,3,1,1,48.41053135,Medium Risk
IN-19-11-2023-010,Gold Fields,Damang,11/19/2023,Day,Yes,1,Fall of Ground,Medium,Workshop,Human Error,Human Behaviour,28243,,65.6,Stable,Moderate,Clear,Lifting,Operator,875,23,2023,1,3,11,6,1,4,1,7.512422126,1,3,Basic,4,2,1.55,177,14,Transition Season,2,3,1,1,26.55668075,Low Risk
IN-26-11-2023-010,Newmont,Obuasi,11/26/2023,Night,No,0,Fall of Ground,Critical Potential,Workshop,Lack of Risk Assessment,Procedural Failure,12641,Excavator,84.2,Highly Fractured,Low,Rain,Lifting,Supervisor,782,11,2023,1,3,11,6,1,4,3,1.191957165,4,2,Basic,4,4,2.75,177,7,Transition Season,4,4,1,1,87.5761977,Critical Risk
IN-03-12-2023-010,Newmont,Obuasi,12/3/2023,Day,No,0,Equipment,High Potential,Workshop,Inadequate Supervision,Human Behaviour,32180,Truck,82.9,Moderate Fracturing,Low,Rain,Driving,Operator,334,23,2023,1,2,12,6,1,4,2,2.670587217,4,4,Intermediate,3,2,2,177,7,Dry Season,2,1,1,3,42.52598865,Medium Risk
IN-14-12-2023-010,Newmont,Tarkwa,12/14/2023,Night,Yes,1,Fire,Medium,Workshop,Unsafe Driving,Human Behaviour,28804,Truck,92.9,Stable,High,Rain,Lifting,Operator,295,0,2023,3,3,12,3,0,4,1,1.789171481,4,3,Basic,4,4,2.55,177,11,Dry Season,2,4,1,1,47.973989,Medium Risk
IN-01-01-2024-010,Newmont,Obuasi,1/1/2024,Day,Yes,1,Electrical,Critical Potential,Workshop,Environmental Conditions,Equipment Failure,43311,,91.6,Moderate Fracturing,Moderate,Clear,Maintenance,Mechanic,1167,9,2024,1,4,1,0,0,1,3,6.183513994,1,2,Intermediate,3,2,2.35,177,18,Dry Season,2,3,1,1,56.72884115,High Risk
IN-13-01-2024-010,Gold Fields,Tarkwa,1/13/2024,Day,No,0,Fall of Ground,Critical Potential,Workshop,Unsafe Driving,Training Deficiency,9666,Excavator,68.1,Moderate Fracturing,High,Clear,Driving,Supervisor,561,22,2024,1,2,1,5,1,1,3,11.16023565,1,5,Intermediate,3,2,2.05,177,12,Dry Season,4,1,1,1,51.58233832,High Risk
IN-01-02-2024-010,Gold Fields,Ahafo,2/1/2024,Day,No,0,Equipment,Medium,Workshop,Environmental Conditions,Equipment Failure,22883,Crusher,75.1,Moderate Fracturing,Moderate,Clear,Welding,Operator,1147,26,2024,1,5,2,3,0,1,1,0.649572089,1,5,Intermediate,3,2,1.8,177,19,Dry Season,2,3,1,1,38.98048306,Medium Risk
IN-05-02-2024-010,Newmont,Ahafo,2/5/2024,Day,No,0,Fall of Ground,High Potential,Workshop,Unsafe Driving,Procedural Failure,15489,,83.4,Stable,Moderate,Clear,Equipment Operation,Driver,779,3,2024,1,4,2,0,0,1,2,5.956118742,1,4,Intermediate,3,2,2,177,4,Dry Season,2,3,1,1,44.74871153,Medium Risk
IN-12-02-2024-010,AngloGold Ashanti,Ahafo,2/12/2024,Day,No,0,Fire,Low,Workshop,Lack of Risk Assessment,Human Behaviour,14394,,95.7,Moderate Fracturing,Low,Clear,Welding,Operator,462,7,2024,3,5,2,0,0,1,0,0.886138844,1,2,Intermediate,3,2,1.95,177,7,Dry Season,2,3,1,1,27.00035343,Low Risk
IN-03-03-2024-010,AngloGold Ashanti,Damang,3/3/2024,Night,No,0,Vehicle,Medium,Workshop,Environmental Conditions,Procedural Failure,13556,,73.8,Moderate Fracturing,Moderate,Clear,Equipment Operation,Driver,428,18,2024,2,4,3,6,1,1,1,1.169233889,1,5,Intermediate,3,4,2.1,177,20,Minor Rainy Season,2,4,1,1,45.53250452,Medium Risk
IN-17-03-2024-010,Newmont,Obuasi,3/17/2024,Night,No,0,Vehicle,Critical Potential,Workshop,Human Error,Training Deficiency,10487,Excavator,87.7,Highly Fractured,High,Clear,Welding,Welder,1118,43,2024,2,5,3,6,1,1,3,0.599808322,1,4,Intermediate,3,4,2.95,177,14,Minor Rainy Season,4,4,1,1,91.34661437,Critical Risk
IN-19-03-2024-010,Newmont,Tarkwa,3/19/2024,Day,Yes,1,Equipment,High Potential,Workshop,Human Error,Procedural Failure,27889,Excavator,69,Highly Fractured,Low,Rain,Equipment Operation,Welder,1106,32,2024,1,4,3,1,0,1,2,0.795390177,4,5,Intermediate,3,2,2.3,177,2,Minor Rainy Season,4,3,1,3,78.95639037,Critical Risk
IN-01-04-2024-010,Gold Fields,Damang,4/1/2024,Day,Yes,1,Chemical,Medium,Workshop,Poor Maintenance,Training Deficiency,5615,Truck,74.8,Stable,Moderate,Fog,Lifting,Operator,1144,25,2024,4,3,4,0,0,2,1,6.272155632,2,3,Basic,4,2,2.4,177,13,Minor Rainy Season,2,3,1,1,29.44114263,Low Risk
IN-01-04-2024-010,Gold Fields,Tarkwa,4/1/2024,Day,Yes,1,Electrical,Medium,Workshop,Lack of Risk Assessment,Environmental Condition,14481,Truck,91.5,Highly Fractured,Low,Clear,Lifting,Supervisor,495,15,2024,1,3,4,0,0,2,1,1.129520198,1,5,Intermediate,3,2,1.5,177,0,Minor Rainy Season,2,3,1,1,26.55668075,Low Risk
IN-01-04-2024-010,Newmont,Ahafo,4/1/2024,Day,No,0,Electrical,High Potential,Workshop,Design / Layout Deficiency,Human Behaviour,26246,Loader,88,Stable,Low,Clear,Welding,Operator,664,14,2024,1,5,4,0,0,2,2,19.06061256,1,3,Intermediate,3,2,2.15,177,0,Minor Rainy Season,2,3,1,1,50.96061268,High Risk
IN-14-04-2024-010,Gold Fields,Obuasi,4/14/2024,Night,No,0,Equipment,Critical Potential,Workshop,Human Error,Environmental Condition,14695,Crusher,80.5,Moderate Fracturing,Low,Clear,Maintenance,Operator,1043,32,2024,1,4,4,6,1,2,3,2.194585623,1,2,Advanced,2,4,2.5,177,13,Minor Rainy Season,2,4,1,1,69.49276377,High Risk
IN-18-04-2024-010,Newmont,Tarkwa,4/18/2024,Day,Yes,1,Vehicle,Medium,Workshop,Human Error,Procedural Failure,21038,Truck,85.3,Highly Fractured,Moderate,High Dust,Equipment Operation,Supervisor,849,42,2024,2,4,4,3,0,2,1,5.968739101,,3,Basic,4,2,,177,4,Minor Rainy Season,2,3,1,3,39.79646379,Medium Risk
IN-05-05-2024-010,Newmont,Tarkwa,5/5/2024,Night,Yes,1,Electrical,Medium,Workshop,Human Error,Training Deficiency,39722,Truck,87,Moderate Fracturing,Low,Clear,Welding,Mechanic,568,44,2024,1,5,5,6,1,2,1,6.104992586,1,4,Advanced,2,4,1.95,177,17,Minor Rainy Season,2,4,1,1,51.74440567,High Risk
IN-06-05-2024-010,AngloGold Ashanti,Obuasi,5/6/2024,Day,Yes,1,Fire,Critical Potential,Workshop,Unsafe Driving,Procedural Failure,20775,Excavator,91.5,Moderate Fracturing,Low,Extreme Heat,Equipment Operation,Supervisor,521,0,2024,3,4,5,0,0,2,3,5.50111619,4,4,Basic,4,2,3.2,177,1,Minor Rainy Season,4,3,1,3,90.93652,Critical Risk
IN-12-05-2024-010,Gold Fields,Ahafo,5/12/2024,Day,No,0,Chemical,High Potential,Workshop,Unsafe Driving,Training Deficiency,26309,Truck,67.3,Stable,Low,High Dust,Driving,Welder,318,3,2024,4,2,5,6,1,2,2,1.594123533,,2,Intermediate,3,2,,177,6,Minor Rainy Season,2,1,1,3,30.98814114,Medium Risk
IN-18-05-2024-010,AngloGold Ashanti,Tarkwa,5/18/2024,Night,No,0,Fall of Ground,Medium,Workshop,Poor Maintenance,Environmental Condition,16939,Excavator,82.6,Highly Fractured,Moderate,Clear,Lifting,Mechanic,1122,13,2024,1,3,5,5,1,2,1,3.972447619,1,3,Basic,4,4,1.75,177,6,Minor Rainy Season,4,4,1,1,54.96255281,High Risk
IN-23-05-2024-010,Gold Fields,Damang,5/23/2024,Day,No,0,Electrical,High Potential,Workshop,Poor Maintenance,Training Deficiency,24056,Excavator,74,Stable,Low,Rain,Maintenance,Welder,956,1,2024,1,4,5,3,0,2,2,11.09963455,4,3,Intermediate,3,2,2.3,177,5,Minor Rainy Season,4,3,1,1,69.04404661,High Risk
IN-15-06-2024-010,Gold Fields,Damang,6/15/2024,Day,No,0,Chemical,Low,Workshop,Environmental Conditions,Procedural Failure,11928,Truck,69.9,Stable,High,Clear,Lifting,Operator,236,18,2024,4,3,6,5,1,2,0,1.320101796,1,3,Basic,4,2,1.95,177,23,Major Rainy Season,2,3,1,1,14.57655113,Low Risk
IN-17-06-2024-010,Newmont,Ahafo,6/17/2024,Night,Yes,1,Chemical,Critical Potential,Workshop,Human Error,Human Behaviour,11617,Crusher,71,Highly Fractured,Low,Clear,Maintenance,Mechanic,483,10,2024,4,4,6,0,0,2,3,6.213946649,1,5,Intermediate,3,4,3.3,177,2,Major Rainy Season,2,4,1,1,69.49276377,High Risk
IN-09-07-2024-010,Gold Fields,Obuasi,7/9/2024,Day,No,0,Fire,High Potential,Workshop,Poor Maintenance,Training Deficiency,42305,,81.4,Moderate Fracturing,Low,Clear,Welding,Driver,701,19,2024,3,5,7,1,0,3,2,4.124787206,1,3,Advanced,2,2,2.6,177,22,Major Rainy Season,2,3,1,1,50.96061268,High Risk
IN-19-07-2024-010,Newmont,Tarkwa,7/19/2024,Day,Yes,1,Fall of Ground,Medium,Workshop,Environmental Conditions,Training Deficiency,15223,Loader,77.8,Highly Fractured,Moderate,Clear,Equipment Operation,Mechanic,246,12,2024,1,4,7,4,0,3,1,7.883930426,1,4,Intermediate,3,2,1.65,177,10,Major Rainy Season,2,3,1,1,32.7685819,Medium Risk
IN-19-07-2024-010,AngloGold Ashanti,Damang,7/19/2024,Day,No,0,Vehicle,Low,Workshop,Unsafe Driving,Environmental Condition,16164,Crusher,76.1,Highly Fractured,Low,Extreme Heat,Lifting,Operator,1132,34,2024,2,3,7,4,0,3,0,2.595450869,4,4,Intermediate,3,2,1.7,177,0,Major Rainy Season,2,3,1,3,33.14228052,Medium Risk
IN-20-07-2024-010,AngloGold Ashanti,Obuasi,7/20/2024,Night,No,0,Fire,Medium,Workshop,Inadequate Supervision,Procedural Failure,22715,Crusher,80.8,Highly Fractured,Low,Clear,Lifting,Welder,668,4,2024,3,3,7,5,1,3,1,5.368439542,1,4,Basic,4,4,2.25,177,1,Major Rainy Season,2,4,1,1,39.32060337,Medium Risk
IN-03-09-2024-010,AngloGold Ashanti,Ahafo,9/3/2024,Night,No,0,Electrical,Low,Workshop,Human Error,Human Behaviour,27333,Excavator,86.4,Highly Fractured,Low,High Dust,Lifting,Operator,347,19,2024,1,3,9,1,0,3,0,3.868322049,,4,Basic,4,4,,177,45,Transition Season,4,4,1,3,50.01030507,High Risk
IN-19-09-2024-010,AngloGold Ashanti,Tarkwa,9/19/2024,Day,No,0,Electrical,Critical Potential,Workshop,Design / Layout Deficiency,Environmental Condition,23227,Truck,95.7,Moderate Fracturing,Low,Clear,Maintenance,Welder,470,13,2024,1,4,9,3,0,3,3,6.742488519,1,4,Intermediate,3,2,2.35,177,16,Transition Season,2,3,1,1,56.72884115,High Risk
IN-22-09-2024-010,Newmont,Damang,9/22/2024,Day,No,0,Vehicle,High Potential,Workshop,Human Error,Procedural Failure,29241,Excavator,87.4,Moderate Fracturing,Low,Clear,Driving,Welder,556,7,2024,2,2,9,6,1,3,2,6.822567973,1,3,Basic,4,2,2,177,3,Transition Season,4,1,1,1,39.6022087,Medium Risk
IN-03-10-2024-010,AngloGold Ashanti,Ahafo,10/3/2024,Night,Yes,1,Electrical,High Potential,Workshop,Unsafe Driving,Equipment Failure,30727,,71.3,Stable,Low,High Dust,Lifting,Supervisor,1009,22,2024,1,3,10,3,0,4,2,5.796717555,,3,Basic,4,4,,177,11,Transition Season,2,4,1,3,58.32861488,High Risk
IN-14-10-2024-010,AngloGold Ashanti,Obuasi,10/14/2024,Night,No,0,Electrical,Critical Potential,Workshop,Unsafe Driving,Human Behaviour,20472,Crusher,91.9,Moderate Fracturing,High,Clear,Driving,Driver,913,30,2024,1,2,10,0,0,4,3,0.754346281,1,3,Basic,4,4,2.3,177,11,Transition Season,2,2,1,1,48.70431149,Medium Risk
IN-17-10-2024-010,Newmont,Tarkwa,10/17/2024,Night,Yes,1,Equipment,Medium,Workshop,Design / Layout Deficiency,Equipment Failure,38913,Excavator,98,Moderate Fracturing,Moderate,Clear,Lifting,Driver,530,10,2024,1,3,10,3,0,4,1,3.174671187,1,3,Basic,4,4,1.75,177,3,Transition Season,4,4,1,1,54.96255281,High Risk
IN-21-10-2024-010,Newmont,Damang,10/21/2024,Day,No,0,Electrical,Low,Workshop,Human Error,Environmental Condition,38872,Truck,68.9,Moderate Fracturing,Low,Rain,Driving,Supervisor,1004,20,2024,1,2,10,0,0,4,0,27.27626622,4,4,Intermediate,3,2,1.3,177,4,Transition Season,2,1,1,3,18.5657294,Low Risk
IN-26-10-2024-010,Gold Fields,Tarkwa,10/26/2024,Night,Yes,1,Electrical,Critical Potential,Workshop,Unsafe Driving,Equipment Failure,31631,Truck,70.8,Stable,Moderate,Clear,Equipment Operation,Supervisor,282,39,2024,1,4,10,5,1,4,3,2.696656495,1,3,Intermediate,3,4,2.55,177,5,Transition Season,2,4,1,1,69.49276377,High Risk
IN-04-11-2024-010,Newmont,Tarkwa,11/4/2024,Day,Yes,1,Fire,Low,Workshop,Lack of Risk Assessment,Human Behaviour,17699,Loader,94.6,Highly Fractured,Low,Clear,Welding,Welder,1152,7,2024,3,5,11,0,0,4,0,0.074735243,1,2,Intermediate,3,2,1.95,177,9,Transition Season,2,3,1,1,27.00035343,Low Risk
IN-19-11-2024-010,AngloGold Ashanti,Ahafo,11/19/2024,Day,No,0,Equipment,Medium,Workshop,Human Error,Equipment Failure,21445,Excavator,97.8,Highly Fractured,Low,Rain,Maintenance,Driver,1046,18,2024,1,4,11,1,0,4,1,3.225280915,4,3,Intermediate,3,2,1.95,177,15,Transition Season,4,3,1,1,57.06391698,High Risk
IN-21-12-2024-010,Gold Fields,Ahafo,12/21/2024,Night,Yes,1,Electrical,Medium,Workshop,Human Error,Procedural Failure,33305,Excavator,84.9,Highly Fractured,Low,Rain,Maintenance,Driver,441,41,2024,1,4,12,5,1,4,1,9.620580413,4,3,Advanced,2,4,2.1,177,32,Dry Season,4,4,1,1,69.8278396,High Risk
